Annual_Los,Longitude,Latitude,LnArea,Area,LnPerimeter,Perimeter,ShaIndex,Roundness,AreaRatio,Elevation,Lithology,Landform,SoilType,ClimateType,GlaCovered,Continent,Basin,Endorheic,Slope,Curvature,TWI,EleDiff,Permeability,Porosity,Sand,Silt,Clay,LnCatArea,CatArea,LnRecharge,Recharge,CatSlope,R-factor,K-factor,SoilErosion,Temp,Pre,Eva,Wind,Aridity,NDVI,Bare,Cropland,Grass,Tree,Lmp,NTL,Pop,RivOrder,RivSlope,RivRunoff,RivSediment,Flood
0.31,74.575318,16.121349,4.314776293,74.796889,5.175006543,176.797771,5.766736,0.03007,2.363705,647,2,7,98,4,0,1,45,0,4.911605,0.015309,118.025132,119,-1475.185962,17.340221,410.752187,275.527697,313.682216,7.055992509,1159.788,2.741216082,15.50583,4.539891,5001.476699,0.026326,10.915646,23.305676,6.010025,-8.256878,1.054821,13223.19726,0.435038,0,0.666741982,0.12473227,0.024269326,0.017632,3.498302,302.682851,3,0.013268,3.95522,371.77927,35
1.453385,115.530957,25.620312,0.636349819,1.889571,3.41834944,30.519,6.263019,0.025494,16.151284,172,3,3,4,9,0,1,43,0,10.471661,0.033704,79.926554,102,-1489.480652,19.904277,375.943894,318.465347,305.514851,5.978584454,394.881,5.342234725,208.9792,12.237991,5261.789331,0.026326,2.098456,18.565031,5.618928,-13.417391,0.15759,12545.79242,0.568993,0,0.334432767,0.185252101,0.36584232,0.005704,0.113002,121.888069,3,0.001419,2.515537,77.331423,38
0.038636,116.048089,31.538406,4.22535743,68.398947,6.124086191,456.727161,15.578556,0.00412,6.6774,116,1,7,34,9,0,1,43,0,16.941658,0.026351,78.053427,185,-1395.55378,1.722311,313.453627,430.159148,256.390473,6.382292892,591.2819,2.156935427,8.644605,13.579624,4326.222813,0.027252,26.016182,14.485068,4.844518,-4.797177,0.266927,10347.44661,0.520849,0,0.12207396,0.244790374,0.410176297,0.132712,0.236568,148.137755,3,0.038961,1.626919,0,38
0.392963,-102.520022,45.717079,-2.947666181,0.052462,0.379868287,1.462092,1.800728,0.308393,27.869636,794,3,5,82,6,0,5,74,0,2.848515,0.027286,95.815029,14,-1520,19,301.526316,417.473684,281,2.462013251,11.7284,5.409682966,223.5607,1.826687,643.337442,0.034394,0.229819,7.085326,1.664937,-5.310279,0.768037,2989.529652,0.218847,0,0.175976483,1,0,0,0,0,1,0.003079,0.042794,0,0
0.239056,105.193117,30.072644,1.284944404,3.614467,4.069462523,58.525498,8.683965,0.013261,16.192014,432,3,9,6,15,0,1,43,0,7.847361,0.042134,69.362716,59,-1520,19,164.171913,474.842615,361.077482,3.521355077,33.83024,2.236410675,9.359676,2.036028,4048.117376,0.032264,15.875383,17.132408,4.126213,-4.479737,0.895396,10968.30536,0.473947,0,0.715134007,0.270755467,0.00405536,0,0.830962,212.335912,1,0.00623,0.939452,0,34
0.439684211,24.519607,-32.211968,2.260834542,9.59109,3.360416879,28.801195,2.623443,0.145297,3.002912,777,2,11,109,7,0,3,12,0,3.156233,0.005287,63.474359,77,-1397.038517,19.227471,585.169725,223.178899,191.385321,7.942710791,2814.981,5.681876276,293.4996,9.631003,628.678963,0.015341,2.283856,14.625928,1.683182,-7.079403,0.68749,1931.693349,0.182854,0.0030634,0.008895867,0.519288418,0.004067051,0,0.132598,2.105542,4,0.065964,0.03664,0,0
0.64,24.318729,44.596485,3.166995074,23.736052,4.17004603,64.718431,3.747303,0.071214,2.726588,130,3,6,46,9,0,2,22,0,5.236794,0.038804,105.943712,70,-1520,19,248.773585,358.566038,392.720755,6.245421453,515.6465,3.078426386,21.72419,5.310531,843.887603,0.032471,0.203828,10.726218,2.654367,-4.559872,0.366301,5879.300486,0.399703,0,0.526125433,0.044082057,0.256982005,0,3.11522,75.655549,4,0.013186,0.192007,8.589319,42
1.911,68.794841,23.615465,0.820885828,2.272512,3.00854568,20.257917,3.790851,0.069587,8.914327,53,3,7,108,5,0,1,45,0,2.723606,-0.001441,74.513198,31,-1250,9,494.421622,290.702703,214.810811,5.019242149,151.2966,4.198356319,66.57681,1.671226,2272.552949,0.026699,3.174027,26.014614,1.05608,-8.446209,3.092776,1989.495579,0.166939,0,0.274520961,0.473263158,0.081816811,0,0.23698,28.037031,1,0.002386,0.18,0,0
0.751837,7.428604,44.340543,-1.254631213,0.285181,2.272968932,9.708181,5.128292,0.038024,34.042184,635,8,1,7,10,0,2,21,0,12.884918,0.110193,112.486206,86,-1122.349345,0.196507,374.010526,383.073684,242.505263,6.192022964,488.834,7.446654525,1714.119,36.127572,945.12702,0.027182,0.956313,3.313608,4.20258,-4.771153,0.401361,10767.70284,0.306574,0.087208264,0.015948398,0.359787234,0.18334833,0.013901,3.057267,9.514119,2,0.009882,2.591316,0,33
0.372222222,26.038778,-32.087881,2.15914523,8.663729,3.58262237,35.967738,3.447115,0.084157,4.151531,1012,3,7,109,6,0,3,12,0,5.496039,0.020836,73.350582,102,-1444.114142,20.034807,557.233333,217.838095,224.87619,8.059337239,3163.193,5.900192105,365.1076,8.074277,925.608782,0.016722,1.30963,14.918432,1.699834,-7.854455,0.589798,2811.054801,0.215433,0.000520911,0.011301638,0.29101425,0.009158302,0.011873,0.067459,2.439086,4,0.004004,0.044484,0,34
0.472424,80.074211,18.146904,2.608715641,13.581596,4.144554004,63.089478,4.829216,0.042879,4.645218,181,3,7,56,4,0,1,45,0,4.963742,-0.025184,98.890168,75,-1474.292219,20.354305,408.014164,324.949008,267.130312,5.606839028,272.2822,2.998122914,20.04787,3.561588,5018.287,0.02727,4.285757,27.149822,3.929549,-10.443746,0.863608,4341.023382,0.42163,0,0.291998861,0.135548272,0.107533799,0,0.742704,132.222921,2,0.003956,0.519185,0,37
1.423,-94.771829,34.918839,3.653058138,38.592507,5.584225118,266.193934,12.087646,0.006844,6.897555,144,3,7,1,9,0,5,74,0,4.244495,0.012704,104.813953,48,-1096.78407,3.186109,316.803539,496.027456,187.201342,7.360462051,1572.563,3.707403814,40.74788,6.459755,3200.984335,0.026911,2.096051,15.88018,3.630687,-24.194937,0.664674,8331.81987,0.565823,0.000428436,0.003014587,0.204749817,0.110581147,0,1.291647,8.705434,4,0.007997,1.158885,0,40
0.719063,73.655831,20.0298,3.084261881,21.851332,4.333644887,76.2216,4.599749,0.047264,3.48819,607,2,7,98,4,0,1,45,0,4.613685,0.014228,121.608696,84,-1250,9,265.788909,285.277281,448.923077,5.240819601,188.8248,2.156557779,8.641341,3.910019,4461.921078,0.026763,61.56525,23.370943,4.290526,-8.872056,0.997972,9299.272976,0.315191,0,0.700977569,0.097513772,4.10E-05,0,4.251531,900.863001,4,0.03307,2.738536,47.257828,29
0.509375,28.271181,-28.082678,-1.126879056,0.324043,1.36363251,3.910372,1.937812,0.266303,12.067441,1624,3,5,106,16,0,3,12,0,3.333785,0.03255,104.653274,25,-1436.227679,15.897321,550.122449,164.714286,285.306122,3.996970771,54.43301,5.123849092,167.9807,2.347433,1438.584581,0.023525,7.250006,14.344447,2.774377,-12.868489,0.222245,4148.353972,0.252945,0,0.775046612,0.166904762,0.051085293,0.023089,0.087538,4.373414,1,0.005121,0.12185,0,0
0.21486403,-97.870281,32.916227,-2.17055733,0.114114,0.847473416,2.333743,1.948849,0.263296,20.450932,346,1,5,56,9,0,5,75,0,4.111671,-0.00689,101.296296,21,-1090,28,389.107143,340.464286,270.535714,2.375153166,10.75266,4.545707826,94.2271,2.245979,2564.810976,0.033978,2.086511,18.338903,2.735561,-10.701067,1.258818,4401.335791,0.364517,0,0.026313673,0.830625,0.021132708,0,4.626708,9.421241,1,0.011397,0.253006,0,0
0.5073,17.780401,49.124315,-1.269888273,0.280863,1.371857144,3.942666,2.098638,0.227052,14.03767,274,3,5,7,10,0,2,22,0,10.735238,0.065558,76.418002,57,-1520,19,293.45,452.675,253.875,3.823843383,45.77982,5.093730569,162.9968,9.494295,673.835862,0.027436,0.12011,8.216686,2.655428,-4.285806,0.090661,8023.717458,0.51264,0,0.161727395,0.394705882,0.389175561,0.048474,7.966277,75.272575,1,0.005156,0.756577,0,0
0.236571,-41.727443,-9.725023,8.213213553,3689.379452,8.458653866,4715.70575,21.901058,0.002085,1.278184,385,11,16,57,5,0,6,63,0,2.205101,0.003723,110.728571,105,-1216.437301,7.897013,580.465302,192.829747,226.714354,12.85789562,383807.2,4.644682203,104.0303,3.003823,4217.350224,0.019489,4.417197,24.25663,3.243031,-10.781361,1.523821,3315.473218,0.331067,0,0,0,0,0,0.493816,18.715001,5,0.026113,0.615289,15527.77154,49
0.313636,-95.737659,32.680687,-1.554613609,0.211271,1.27946026,3.594699,2.206165,0.205458,17.014661,130,1,9,4,9,0,5,75,0,4.178629,0.041205,104.65,18,-1650,12,487.5,312.125,200.75,1.733287134,5.659226,3.287902136,26.78661,1.329502,3224.92645,0.028093,2.041633,18.53436,3.478331,-8.813407,0.919297,6423.217114,0.483807,0,0.081736909,0.5328125,0.018952746,0,15.103796,64.088776,1,0.003889,0.632856,0,0
0.267647,-99.781671,44.185757,5.507000082,246.410805,6.212327602,498.861051,8.964886,0.012443,2.02451,429,1,5,51,18,0,5,74,0,4.852761,0.040639,117.597766,69,-1286.613426,16.453825,183.764055,427.858177,388.414821,9.310078914,11048.82,3.803078742,44.83902,2.145905,792.3214,0.032492,1.52235,8.784378,1.863903,-5.74809,0.334579,3124.289468,0.2229,0.003097593,0.177015941,0.056266213,0.000521971,0.003363,0.773337,2.269499,8,0.04986,0.052962,1082.549622,41
0.404418355,-122.481218,40.630306,-1.456236254,0.233112,1.579299478,4.851556,2.834612,0.124455,20.81211,232,5,3,4,12,0,5,77,0,16.862055,0.205373,106.807149,75,-1410,1,570.566038,250.528302,178.811321,3.637837181,38.00954,5.094072848,163.0526,21.140826,2242.951913,0.023639,1.668384,14.503683,4.895891,-29.798782,0.386573,7256.593969,0.432351,0.003802281,0.011822854,0.781111111,0.047053281,0.015081,2.70632,0.53745,1,0.065402,1.990663,0,31
0.489773,19.649173,42.053466,2.760546758,15.808484,4.236382579,69.157228,4.906678,0.041536,4.374691,70,5,3,46,12,0,2,21,0,11.923391,0.112067,66.268334,118,-1279.816531,4.98691,332.376068,421.769231,245.957265,5.837080673,342.7772,3.076534078,21.68312,20.689618,2947.035895,0.027369,15.311919,12.641202,5.953112,-4.506679,0.660065,11437.51228,0.362288,0.012961816,0.159846185,0.06070593,0.160578618,0.18878,0.453865,43.312989,4,0.025077,4.168472,20.981898,27
1.281579,-98.900632,39.968778,-3.225850089,0.039722,0.327910691,1.388065,1.964659,0.259075,34.944152,597,1,9,53,9,0,5,74,0,2.737224,-0.003211,109.242525,12,-1194,0,253,421,326,2.276591775,9.743416,5.502432623,245.2879,1.619176,1579.661695,0.031111,4.815468,11.468967,2.394081,-6.768134,0.369517,4057.815665,0.27866,0,0.027359892,1,0,0,0,0.165377,1,0.020534,0.073891,0,0
0.625,-96.086162,32.346402,-2.284931833,0.101781,0.621660846,1.862018,1.646443,0.368898,18.294445,111,1,5,56,9,0,5,75,0,3.4178,0.037848,108.013333,13,-1645.057851,11.900826,417.090909,380.636364,201.818182,0.294091737,1.341907,2.579028245,13.18432,0.718919,3232.859649,0.033615,0.078069,18.89477,3.358695,-6.859874,1.057028,6012.410811,0.375897,0,0.037837838,0.861333333,0,0,17.600319,37.424522,1,0.005848,0.27487,0,0
0.033469,110.577141,26.891702,0.268703361,1.308267,2.495345475,12.125922,2.990623,0.111809,9.268693,354,6,7,1,9,0,1,43,0,8.632113,0.056511,97.231884,61,-1180,6,250.484211,478.915789,270.557895,2.430621164,11.36594,2.161917786,8.687783,15.262129,5295.851824,0.026301,1.492522,16.481718,5.903892,-4.092516,0.682596,12674.40768,0.564553,0,0.50791779,0.192994012,0.06319407,0,0,605.371462,2,0.097569,1.985821,0,0
1.789916,-76.340822,39.478906,-2.551905796,0.077933,0.775396989,2.171454,2.194245,0.207697,27.86311,36,8,5,4,9,0,5,73,0,8.687978,-0.011108,99.796117,38,-1410,1,298.56,461.84,239.6,4.760264421,116.7768,7.31217117,1498.427,2.823403,2530.841523,0.025618,1.629571,12.253466,3.665804,-22.659223,0.694351,8706.35104,0.503436,0,0.228578151,0.292307692,0.325673224,0,39.986542,331.241402,1,0.007375,1.457935,0,36
0.641144424,-94.082695,38.82055,-2.472697486,0.084357,0.650182789,1.915891,1.860823,0.288795,22.711663,264,6,5,43,9,0,5,74,0,4.861771,0.010593,96.34375,22,-1413,0,56.458333,618.791667,324.75,1.723631581,5.604846,4.19632728,66.44186,2.72673,2796.102781,0.031931,0.051793,13.023543,3.367429,-15.721722,0.600262,7331.147971,0.455733,0,0.012279236,0.989090909,0.163090692,0.882353,7.294227,43.632841,2,0.018647,0.866526,0,0
0.793299,15.761067,50.457471,-2.015438164,0.133262,1.33965391,3.817722,2.950161,0.114897,28.648179,322,1,1,7,10,0,2,23,0,8.732694,0.145493,82.771785,48,-1500.364747,14.191972,246.772727,524.75,228.477273,5.657625441,286.4676,7.673061248,2149.652,7.391791,605.922275,0.027607,0.325532,7.394036,2.73483,-3.696143,0.359789,7617.31517,0.442003,0,0.289914865,0.127826087,0.010198648,0.26979,10.666793,69.908456,3,0.005253,0.931125,0,32
0.04916,114.280057,36.409886,2.829544091,16.937737,3.904238988,49.61231,3.40061,0.086474,2.929099,105,1,11,6,6,0,1,43,0,2.638059,0.003978,74.455109,55,-1372.205776,7.942238,283.639098,490.684211,225.759398,5.783792566,324.9894,2.954248081,19.18729,4.564755,1671.332526,0.030024,33.367137,13.268025,2.196749,-5.736435,0.316629,3906.389489,0.215038,0,0.647254219,0.129433347,0.002091002,0.011957,19.794042,1335.768049,2,0.034479,0.172424,0,29
0.163659,75.490457,24.421028,6.537080883,690.268659,7.099150954,1210.938496,13.001938,0.005915,1.7543,386,2,16,105,15,0,1,45,0,3.266418,-0.004463,100.777778,106,-1328.917458,11.746714,301.652417,355.001026,343.311902,9.246891178,10372.27,2.709809985,15.02642,0.923433,3131.629369,0.029353,11.824693,25.268884,2.982511,-10.593016,1.246739,3850.902132,0.286484,8.33E-06,0.89502792,0.106781692,0.000268168,0,5.188842,319.569461,5,0.173562,0.409051,3584.568885,36
1.483333,-94.927906,38.677807,2.910864452,18.372674,4.267214159,71.322665,4.693928,0.045387,3.881997,276,5,5,43,9,0,5,74,0,4.950603,0.02474,98.568528,38,-1390.396798,4.400623,71.05848,561.421053,367.44152,5.853374494,348.4081,2.942510278,18.96339,1.406982,2606.56046,0.034952,1.808113,12.989065,3.235658,-7.183421,0.613036,6842.031067,0.398696,0,0.280887402,0.118839941,0.06034854,0,11.924367,51.763725,3,0.010201,0.660391,0,41
0.05529,100.765313,25.542913,0.838268648,2.31236,2.91976922,18.537009,3.438801,0.084564,8.01649,2001,5,7,44,16,0,1,43,0,9.203425,0.081537,75.233216,88,-1511.923288,19.110137,207.742857,440.6,351.657143,3.27664423,26.48674,2.438375682,11.45442,8.018719,2643.647878,0.022797,6.496561,14.517209,3.241912,-9.919433,1.607066,5895.687043,0.384537,0,0.45904358,0.176938776,0.008718924,0,0.176787,285.972338,3,0.071804,1.657841,0,0
0.478307,115.773176,25.216356,0.518021471,1.678703,3.523745196,33.911195,7.383311,0.018344,20.200825,230,3,1,4,9,0,1,43,0,15.602575,0.039976,121.862434,231,-1520,19,340.136905,354.821429,304.916667,5.676242713,291.8508,5.158220468,173.8548,9.843287,5137.841856,0.024634,14.976293,18.163819,5.618116,-14.460772,0.120768,12568.1544,0.551019,0,0.345252536,0.297314815,0.344620464,0,0.097836,97.927277,3,0.002788,2.557311,0,36
0.017391304,30.396856,-22.644228,-0.756001787,0.46954,1.969221041,7.165093,2.949719,0.114931,15.259817,571,3,11,78,15,0,3,12,0,9.965583,0.114887,101.646346,71,-1448.928087,16.367707,604.36,161.693333,233.546667,4.687341703,108.5642,5.443343689,231.214,10.184007,3411.629765,0.019705,6.39651,20.016844,1.864973,-9.49107,1.562497,5542.229607,0.395484,0.005658852,0.008350358,0.246909091,0.127763753,0.026829,0.143331,19.674289,1,0.062975,0.331211,0,44
0.076923,22.008495,37.758378,0.595730033,1.814355,2.710972328,15.043896,3.150607,0.100742,8.291594,415,6,1,44,13,0,2,21,0,7.665242,-0.020205,109.398844,77,-1180,6,398.606061,369.939394,231.686869,6.671186385,789.3315,6.07545637,435.048,21.273255,993.821682,0.024478,7.190323,12.527814,3.03262,-7.119043,0.192368,6131.022121,0.424324,0.015414914,0.197726281,0.158382353,0.03546889,0,1.257765,8.775596,1,0.009564,1.282648,0,35
0.2552,114.1541,37.039306,2.447583735,11.56038,4.288699084,72.871607,6.045989,0.027357,6.303565,234,8,3,44,6,0,1,43,0,12.342996,0.039797,82.088102,326,-1412.18942,3.139995,351.753769,421.978224,226.21608,6.56806485,711.9907,4.120481172,61.58887,14.485526,1572.253586,0.027624,5.51972,10.860807,2.773756,-5.030007,0.599931,4107.060293,0.303239,0,0.453822709,0.211281748,0.137877202,0.534338,0.616271,107.121961,2,0.006909,0.230395,0,33
4.1135,67.126837,25.280366,2.628735528,13.856238,3.760607801,42.974538,3.256744,0.094283,3.101458,83,5,11,44,7,0,1,45,0,3.937181,0.050574,103.914408,29,-1256.989644,4.113505,480.423077,321.047009,198.504274,9.032141266,8367.758,6.403405641,603.8982,9.84085,1063.777526,0.028129,19.365575,24.296663,0.630491,-7.165852,1.266955,1269.556428,0.099449,0.122581942,0.045106062,0.050596765,0.014469664,0,0.015889,47.171205,2,0.007388,0.20579,0,25
0.100749726,-93.986242,35.357043,-2.132952029,0.118487,1.10796277,3.028183,2.481662,0.162373,25.557181,132,3,13,1,9,0,5,74,0,2.415341,-0.007279,107.427632,12,-1052,0,177.710526,652.447368,169.842105,2.702887564,14.92276,4.835842922,125.9447,0.716565,3009.585782,0.030546,0.863684,16.089852,3.655454,-16.778177,0.475043,7902.764899,0.457434,0,0.03529329,1,0.007808541,0.073333,0.706392,3.239817,1,0.001517,1.146207,0,0
0.267,-81.096419,41.516973,0.381729637,1.464816,2.658264261,14.271496,3.326389,0.090376,9.742858,345,3,5,60,19,1,5,72,0,5.54526,0.076114,89.245098,35,-1210.008855,0,240.292035,505.238938,254.566372,3.853070984,47.1376,3.471341413,32.17988,1.917939,1864.964444,0.029952,5.916167,9.198142,4.101287,-18.225762,0.826919,10541.23678,0.448074,0,0.057878953,0.135066667,0.503876772,0,10.101636,49.577073,1,0.002565,2.015307,0,0
